ボーン名	フレーム	位置X	位置Y	位置Z	回転X	回転Y	回転Z	X_x1	X_y1	X_x2	X_y2	Y_x1	Y_y1	Y_x2	Y_y2	Z_x1	Z_y1	Z_x2	Z_y2	R_x1	R_y1	R_x2	R_y2
センター	0	2.8	0	0.75	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
上半身	0	0	0	0	2.439002	-13.537052	10.023719	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
上半身2	0	0	0	0	-3.782947	-2.2365	-11.399502	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
首	0	0	0	0	-3.437746	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
頭	0	0	0	0	-6.302536	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左目	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右目	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
両目	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左肩	0	0	0	0	-14.8969	-11.459153	0.000001	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左腕	0	0	0	0	-24.428394	12.620524	-5.379971	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左腕捩	0	0	0	0	-3.635262	2.792092	-0.200308	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左ひじ	0	0	0	0	35.547985	109.798691	49.036545	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左手捩	0	0	0	0	-8.205974	6.266189	-0.262142	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左手首	0	0	0	0	7.321577	7.314263	3.840202	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右肩	0	0	0	0	-16.240513	12.540167	-3.559615	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右腕	0	0	0	0	-21.637724	-19.317217	28.001728	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右腕捩	0	0	0	0	-13.529206	-10.694472	1.708373	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右ひじ	0	0	0	0	36.429562	-76.367088	-29.019444	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右手捩	0	0	0	0	7.279979	5.584419	0.522372	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左親指０	0	0	0	0	-5.844822	7.274663	-0.55295	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左親指１	0	0	0	0	-11.18641	-5.443448	-1.591962	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左親指２	0	0	0	0	-9.679163	-6.607776	-2.244653	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左人指１	0	0	0	0	2.571246	3.247802	-5.696434	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左人指２	0	0	0	0	0	0	-31.512653	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左人指３	0	0	0	0	0	0	-6.875496	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左中指１	0	0	0	0	2.588572	2.247763	-3.956103	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左中指２	0	0	0	0	0.000036	0.000109	-36.669212	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左中指３	0	0	0	0	0	0	-10.313295	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左薬指１	0	0	0	0	3.892715	2.421918	-12.52315	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左薬指２	0	0	0	0	0	0	-27.501896	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左薬指３	0	0	0	0	0	0	-5.156643	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左小指１	0	0	0	0	6.136662	4.229662	-22.462242	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左小指２	0	0	0	0	0	0	-16.787601	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左小指３	0	0	0	0	0	0	-5.156643	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右親指０	0	0	0	0	-5.844822	-7.274663	0.55295	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右親指１	0	0	0	0	-11.18641	5.443448	1.591962	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右親指２	0	0	0	0	-9.679163	6.607776	2.244653	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右人指１	0	0	0	0	2.571246	-3.247802	5.696434	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右人指２	0	0	0	0	0	0	31.512653	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右人指３	0	0	0	0	0	0	6.875496	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右中指１	0	0	0	0	2.588572	-2.247763	3.956103	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右中指２	0	0	0	0	0.000036	-0.000109	36.669212	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右中指３	0	0	0	0	0	0	10.313295	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右薬指１	0	0	0	0	3.892715	-2.421918	12.52315	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右薬指２	0	0	0	0	0	0	27.501896	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右薬指３	0	0	0	0	0	0	5.156643	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右小指１	0	0	0	0	6.136662	-4.229662	22.462242	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右小指２	0	0	0	0	0	0	16.787601	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右小指３	0	0	0	0	0	0	5.156643	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
下半身	0	0	0	0	2.541444	-16.337961	13.512596	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左足	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左ひざ	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左足首	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右足	0	0	0	0	-26.236097	19.657322	-11.299759	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右ひざ	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右足首	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左足ＩＫ	0	4.651098	0	-0.010423	0	-12.032114	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左つま先ＩＫ	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右足ＩＫ	0	-0.5	0	0.8	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右つま先ＩＫ	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
グルーブ	0	0	-0.7	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
腰	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右目戻	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左目戻	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
メガネ	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
舌１	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
舌２	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
舌３	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右肩P	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右肩C	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右腕捩1	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右腕捩2	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右腕捩3	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右手首	0	0	0	0	10.890482	-25.717546	-39.631306	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右ダミー	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右手捩1	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右手捩2	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右手捩3	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右袖	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左肩P	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左肩C	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左腕捩1	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左腕捩2	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左腕捩3	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左ダミー	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左手捩1	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左手捩2	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左手捩3	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左袖	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
ﾈｸﾀｲ０	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
ﾈｸﾀｲ１	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
ﾈｸﾀｲ２	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
ﾈｸﾀｲ３	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
ﾈｸﾀｲ４	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
ﾈｸﾀｲ４_	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
ﾈｸﾀｲＩＫ	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
腰キャンセル右	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右つま先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
腰キャンセル左	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左つま先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右足D	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右ひざD	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右足首D	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右足先EX	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左足D	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左ひざD	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左足首D	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左足先EX	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
新規ボーン1	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_0_0	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_0_1	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_0_2	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_0_3	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_0_4	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_0_5	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_0_6	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_0_7	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_1_0	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_1_1	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_1_2	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_1_3	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_1_4	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_1_5	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_1_6	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_1_7	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_2_0	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_2_1	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_2_2	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_2_3	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_2_4	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_2_5	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_2_6	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_2_7	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_3_0	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_3_1	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_3_2	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_3_3	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_3_4	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_3_5	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_3_6	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
スカート_3_7	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右ひじ補助	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右ひじ補助1	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左ひじ補助	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左ひじ補助1	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
#NAME?	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右手先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右親指先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右小指先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右薬指先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右中指先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右人指先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
#NAME?	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左手先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左親指先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左小指先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左薬指先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左中指先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左人指先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
アホ毛１	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
アホ毛２	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右もみあげ１	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右もみあげ２	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左もみあげ１	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左もみあげ２	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
前髪１	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
前髪１_２	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
前髪２	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
前髪２_２	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
前髪３	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
前髪３_２	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右もみあげ１シ	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右もみあげ２シ	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左もみあげ１シ	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左もみあげ２シ	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
後ろ髪中ショ	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
後ろ髪右ショ	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
後ろ髪左ショ	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右髪１	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右髪２	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右髪３	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右髪４	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右髪５	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右髪６	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右髪７	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右髪８	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
髪８_R_	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右髪ＩＫ	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左髪１	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左髪２	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左髪３	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左髪４	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左髪５	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左髪６	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左髪７	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左髪８	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
髪８_L_	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左髪ＩＫ	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
インジケータC1	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
インジケータC2	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
インジケータCG	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
下半身先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
上半身2先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
頭先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右人差指先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左人差指先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右つま先ＩＫ先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左つま先ＩＫ先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右足ＩＫ先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左足ＩＫ先	0	0	0	0	0	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
グルーブ	40	0	-0.8	0	0	0	0	20	20	107	107	64	0	64	127	0	20	107	107	0	20	107	107
グルーブ	80	0	-0.7	0	0	0	0	20	20	107	107	64	0	64	127	0	20	107	107	0	20	107	107
センター	112	2.8	0	0.75	0	0	0	20	20	64	127	20	20	107	107	0	20	107	107	0	20	107	107
上半身	112	0	0	0	2.439002	-13.537052	10.023719	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
上半身2	112	0	0	0	-3.782947	-2.2365	-11.399502	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
首	112	0	0	0	-3.437746	0	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左肩	112	0	0	0	-14.8969	-11.459153	0.000001	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左腕	112	0	0	0	-24.428394	12.620524	-5.379971	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左腕捩	112	0	0	0	-3.635262	2.792092	-0.200308	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左ひじ	112	0	0	0	35.547985	109.798691	49.036545	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左手首	112	0	0	0	7.321577	7.314263	3.840202	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右腕	112	0	0	0	-21.637724	-19.317217	28.001728	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左親指０	112	0	0	0	-5.844822	7.274664	-0.55295	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左親指１	112	0	0	0	-11.18641	-5.443448	-1.591962	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左親指２	112	0	0	0	-9.679165	-6.607777	-2.244654	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左人指１	112	0	0	0	2.571248	3.247804	-5.696438	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左人指２	112	0	0	0	0	0	-31.512672	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左人指３	112	0	0	0	0	0	-6.875497	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左中指１	112	0	0	0	2.588573	2.247764	-3.956104	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左中指２	112	0	0	0	0.000036	0.000109	-36.66922	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左中指３	112	0	0	0	0	0	-10.313297	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左薬指１	112	0	0	0	3.892716	2.421919	-12.523155	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左薬指２	112	0	0	0	0	0	-27.501896	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左薬指３	112	0	0	0	0	0	-5.156644	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左小指１	112	0	0	0	6.136662	4.229662	-22.462248	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左小指２	112	0	0	0	0	0	-16.787601	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左小指３	112	0	0	0	0	0	-5.156644	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
下半身	112	0	0	0	2.541444	-16.337961	13.512596	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
グルーブ	112	0	-0.8	0	0	0	0	20	20	107	107	64	0	64	127	0	20	107	107	0	20	107	107
左肩	114	0	0	0	-14.896899	-11.459151	4.010705	36	0	110	127	36	0	110	127	0	0	110	127	0	0	110	127
左腕	114	0	0	0	-8.999451	20.582296	-5.585238	36	0	110	127	36	0	110	127	0	0	110	127	0	0	110	127
左腕捩	114	0	0	0	-5.448139	4.197846	-0.367462	36	0	110	127	36	0	110	127	0	0	110	127	0	0	110	127
左ひじ	114	0	0	0	36.906734	98.552872	42.375973	36	0	110	127	36	0	110	127	0	0	110	127	0	0	110	127
左手捩	114	0	0	0	-8.205974	6.266189	-0.262142	36	0	110	127	36	0	110	127	0	0	110	127	0	0	110	127
左手首	114	0	0	0	7.478184	7.002868	-8.800242	36	0	110	127	36	0	110	127	0	0	110	127	0	0	110	127
左足ＩＫ	115	4.651098	0	-0.010423	0	-12.032114	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左肩	116	0	0	0	-13.504388	-12.435575	3.756445	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左腕	116	0	0	0	9.182739	25.348871	-6.417183	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左腕捩	116	0	0	0	-3.996045	3.070927	-0.229962	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左ひじ	116	0	0	0	37.161831	86.446663	35.067101	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
