ボーン名	フレーム	位置X	位置Y	位置Z	回転X	回転Y	回転Z	X_x1	X_y1	X_x2	X_y2	Y_x1	Y_y1	Y_x2	Y_y2	Z_x1	Z_y1	Z_x2	Z_y2	R_x1	R_y1	R_x2	R_y2
右薬指１	268	0	0	0	3.534948	-3.374581	43.958122	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右薬指２	268	0	0	0	-0.099918	-0.442374	46.404484	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右薬指３	268	0	0	0	-0.028741	-0.205246	10.882529	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右小指１	268	0	0	0	5.836575	-5.229753	44.67942	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右小指２	268	0	0	0	-0.450922	-0.873005	39.115051	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右小指３	268	0	0	0	0.005816	-0.596285	22.908388	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右手首	268	0	0	0	23.863272	30.899473	21.547922	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
上半身	269	0	0	0	-9.167322	40.679985	1.145915	45	0	72	127	45	0	72	127	0	0	72	127	0	0	72	127
上半身2	269	0	0	0	8.035986	-8.903114	-11.117973	45	0	72	127	45	0	72	127	0	0	72	127	0	0	72	127
首	269	0	0	0	-1.859099	17.090914	6.023158	45	0	72	127	45	0	72	127	0	0	72	127	0	0	72	127
頭	269	0	0	0	13.750991	16.615784	-0.000002	45	0	72	127	45	0	72	127	0	0	72	127	0	0	72	127
左肩	269	0	0	0	-14.8969	-11.459153	0.000001	45	0	72	127	45	0	72	127	0	0	72	127	0	0	72	127
左腕	269	0	0	0	-32.433746	4.224775	-8.250227	45	0	72	127	45	0	72	127	0	0	72	127	0	0	72	127
左腕捩	269	0	0	0	-3.635532	2.792301	-0.20033	45	0	72	127	45	0	72	127	0	0	72	127	0	0	72	127
左ひじ	269	0	0	0	35.547985	109.798691	49.036545	45	0	72	127	45	0	72	127	0	0	72	127	0	0	72	127
左手捩	269	0	0	0	-8.206094	6.266282	-0.262152	45	0	72	127	45	0	72	127	0	0	72	127	0	0	72	127
左手首	269	0	0	0	7.177644	7.503211	12.455154	45	0	72	127	45	0	72	127	0	0	72	127	0	0	72	127
下半身	269	0	0	0	-0.982922	35.589413	8.950047	45	0	72	127	45	0	72	127	0	0	72	127	0	0	72	127
グルーブ	270	0	-1.05	0	0	0	0	20	20	107	107	64	0	64	127	0	20	107	107	0	20	107	107
センター	271	4.616552	0	0.679262	0	0	0	40	40	64	127	20	20	107	107	0	0	107	107	0	20	107	107
右足	273	0	0	0	69.406593	-19.186869	-38.962433	20	20	83	127	20	20	83	127	0	20	83	127	0	20	83	127
右足ＩＫ	273	2.701728	0.224435	-0.263412	-14.547537	51.434376	-27.868086	80	0	84	127	80	0	84	127	0	0	84	127	0	0	84	127
左足ＩＫ	275	4.651098	0	-0.010423	0	20.053532	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右足ＩＫ	277	2.034922	0.639174	-0.373972	-29.732412	50.783974	-15.648371	66	0	107	107	66	0	107	107	0	0	107	107	0	0	107	107
右人指１	278	0	0	0	2.571246	-3.247802	5.696434	36	0	87	127	36	0	87	127	0	0	87	127	0	0	87	127
右人指２	278	0	0	0	0	0	31.512653	36	0	87	127	36	0	87	127	0	0	87	127	0	0	87	127
右人指３	278	0	0	0	0	0	6.875496	36	0	87	127	36	0	87	127	0	0	87	127	0	0	87	127
右中指１	278	0	0	0	2.588572	-2.247763	3.956103	36	0	87	127	36	0	87	127	0	0	87	127	0	0	87	127
右中指２	278	0	0	0	0.000036	-0.000109	36.669212	36	0	87	127	36	0	87	127	0	0	87	127	0	0	87	127
右中指３	278	0	0	0	0	0	10.313295	36	0	87	127	36	0	87	127	0	0	87	127	0	0	87	127
右薬指１	278	0	0	0	3.892715	-2.421918	12.52315	36	0	87	127	36	0	87	127	0	0	87	127	0	0	87	127
右薬指２	278	0	0	0	0	0	27.501896	36	0	87	127	36	0	87	127	0	0	87	127	0	0	87	127
右薬指３	278	0	0	0	0	0	5.156643	36	0	87	127	36	0	87	127	0	0	87	127	0	0	87	127
右小指１	278	0	0	0	6.136662	-4.229662	22.462242	36	0	87	127	36	0	87	127	0	0	87	127	0	0	87	127
右小指２	278	0	0	0	0	0	16.787601	36	0	87	127	36	0	87	127	0	0	87	127	0	0	87	127
右小指３	278	0	0	0	0	0	5.156643	36	0	87	127	36	0	87	127	0	0	87	127	0	0	87	127
左足ＩＫ	280	4.352283	0.549982	-0.657711	-21.403151	11.086506	-4.090071	49	0	97	127	49	0	97	127	0	0	97	127	0	0	97	127
センター	281	4.175968	0	0.488009	0	0	0	64	0	87	87	20	20	107	107	0	0	107	107	0	20	107	107
上半身	281	0	0	0	-3.547199	42.502846	-7.475846	83	0	55	127	83	0	55	127	0	0	55	127	0	0	55	127
上半身2	281	0	0	0	-1.708481	-6.305346	0.188751	83	0	55	127	83	0	55	127	0	0	55	127	0	0	55	127
首	281	0	0	0	0	-21.772388	0	83	0	55	127	83	0	55	127	0	0	55	127	0	0	55	127
頭	281	0	0	0	0	-8.594366	0	83	0	55	127	83	0	55	127	0	0	55	127	0	0	55	127
左肩	281	0	0	0	-0.000001	0	13.750982	83	0	55	127	83	0	55	127	0	0	55	127	0	0	55	127
左腕	281	0	0	0	-44.455441	-0.268917	-46.144722	83	0	55	127	83	0	55	127	0	0	55	127	0	0	55	127
左腕捩	281	0	0	0	-3.635532	2.792301	-0.20033	83	0	55	127	83	0	55	127	0	0	55	127	0	0	55	127
左ひじ	281	0	0	0	37.21312	90.662094	37.615768	83	0	55	127	83	0	55	127	0	0	55	127	0	0	55	127
左手捩	281	0	0	0	-8.206094	6.266282	-0.262152	83	0	55	127	83	0	55	127	0	0	55	127	0	0	55	127
左手首	281	0	0	0	19.746605	19.589111	15.295783	83	0	55	127	83	0	55	127	0	0	55	127	0	0	55	127
右肩	281	0	0	0	0	0	0	20	20	63	127	20	20	63	127	0	20	63	127	0	20	63	127
右腕	281	0	0	0	-9.012505	3.39985	34.140305	20	20	63	127	20	20	63	127	0	20	63	127	0	20	63	127
右腕捩	281	0	0	0	-0.076941	-0.058876	0.00248	20	20	63	127	20	20	63	127	0	20	63	127	0	20	63	127
右ひじ	281	0	0	0	7.243039	-9.633585	-0.611156	20	20	63	127	20	20	63	127	0	20	63	127	0	20	63	127
右手捩	281	0	0	0	-0.077167	-0.058603	-0.00172	20	20	63	127	20	20	63	127	0	20	63	127	0	20	63	127
下半身	281	0	0	0	0	27.501976	0	61	0	107	107	61	0	107	107	0	0	107	107	0	0	107	107
グルーブ	281	0	0.2	0	0	0	0	20	20	107	107	64	0	64	127	0	20	107	107	0	20	107	107
右手首	281	0	0	0	0	0	0	20	20	63	127	20	20	63	127	0	20	63	127	0	20	63	127
右足ＩＫ	282	0.972988	1.166902	-0.165945	-15.36535	43.326042	-18.212465	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右足ＩＫ	286	-0.294534	0.465834	0.474318	-18.79097	34.131409	-12.317041	40	40	107	107	64	0	107	107	0	40	107	107	0	20	107	107
センター	288	1.9	0	0.25	0	0	0	64	0	87	87	20	20	107	107	0	0	64	127	0	20	107	107
左肩	288	0	0	0	-1.123362	3.627455	8.288194	49	0	107	107	49	0	107	107	0	0	107	107	0	0	107	107
左腕	288	0	0	0	-9.855938	3.719443	-16.829319	49	0	107	107	49	0	107	107	0	0	107	107	0	0	107	107
左腕捩	288	0	0	0	-11.298101	8.849665	-1.227635	49	0	107	107	49	0	107	107	0	0	107	107	0	0	107	107
左ひじ	288	0	0	0	37.158676	86.342476	35.004158	49	0	107	107	49	0	107	107	0	0	107	107	0	0	107	107
左手捩	288	0	0	0	-4.485155	3.408932	-0.031168	49	0	107	107	49	0	107	107	0	0	107	107	0	0	107	107
左手首	288	0	0	0	10.118514	6.576325	-43.026485	49	0	107	107	49	0	107	107	0	0	107	107	0	0	107	107
下半身	288	0	0	0	0	49.274361	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左足	288	0	0	0	23.989813	-7.365019	1.372187	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左足ＩＫ	288	5.364534	-0.128803	-0.332904	3.625231	38.497879	-6.461811	64	0	92	127	64	0	92	127	0	0	92	127	0	0	92	127
グルーブ	288	0	-1.15	0	0	0	0	20	20	107	107	64	0	64	127	0	20	107	107	0	20	107	107
右足	290	0	0	0	16.324966	8.456837	2.660377	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左足ＩＫ	290	4.709888	0.552022	-0.848506	-24.4753	14.133599	-16.131165	64	0	107	107	64	0	107	107	0	40	107	107	0	0	107	107
右足ＩＫ	290	0.044948	0	0.93121	0	45.836628	0	64	0	59	127	64	0	59	127	0	40	59	127	0	20	59	127
左肩	292	0	0	0	-1.808353	8.143282	-3.405769	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左腕	292	0	0	0	18.12018	32.679447	-8.726146	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左腕捩	292	0	0	0	-8.608464	6.684137	-0.769549	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左ひじ	292	0	0	0	36.906738	98.552956	42.375996	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左手捩	292	0	0	0	0.077165	-0.058605	-0.001799	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左手首	292	0	0	0	-7.569208	2.534268	-57.544891	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左足ＩＫ	292	4.140678	0.852022	-0.518771	-24.475302	-17.952023	-16.131168	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左親指１	293	0	0	0	-11.18641	-5.443448	-1.591962	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左親指２	293	0	0	0	-9.679165	-6.607777	-2.244654	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左人指１	293	0	0	0	2.571248	3.247804	-5.696438	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左人指２	293	0	0	0	0	0	-31.512672	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左人指３	293	0	0	0	0	0	-6.875497	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左中指１	293	0	0	0	2.588573	2.247764	-3.956104	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左中指２	293	0	0	0	0.000036	0.000109	-36.66922	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左中指３	293	0	0	0	0	0	-10.313297	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左薬指１	293	0	0	0	3.892716	2.421919	-12.523155	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左薬指２	293	0	0	0	0	0	-27.501896	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左薬指３	293	0	0	0	0	0	-5.156644	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左小指１	293	0	0	0	6.136662	4.229662	-22.462248	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左小指２	293	0	0	0	0	0	-16.787601	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左小指３	293	0	0	0	0	0	-5.156644	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
グルーブ	294	0	-0.45	0	0	0	0	20	20	107	107	64	0	64	127	0	20	107	107	0	20	107	107
左足ＩＫ	295	0.405268	2.435719	1.829177	-44.690689	0.000006	22.345339	40	40	107	107	40	40	90	127	0	0	107	107	0	20	107	107
右親指０	296	0	0	0	-5.844822	-7.274663	0.55295	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右親指１	296	0	0	0	-11.18641	5.443448	1.591962	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右親指２	296	0	0	0	-9.679163	6.607776	2.244653	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右人指１	296	0	0	0	2.571246	-3.247802	5.696434	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右人指２	296	0	0	0	0	0	31.512653	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右人指３	296	0	0	0	0	0	6.875496	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右中指１	296	0	0	0	2.588572	-2.247763	3.956103	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右中指２	296	0	0	0	0.000036	-0.000109	36.669212	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右中指３	296	0	0	0	0	0	10.313295	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右薬指１	296	0	0	0	3.892715	-2.421918	12.52315	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右薬指２	296	0	0	0	0	0	27.501896	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右薬指３	296	0	0	0	0	0	5.156643	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右小指１	296	0	0	0	6.136662	-4.229662	22.462242	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右小指２	296	0	0	0	0	0	16.787601	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右小指３	296	0	0	0	0	0	5.156643	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左肩	297	0	0	0	3.437745	5.729575	0	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左腕	297	0	0	0	38.94973	25.356936	-31.49732	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左腕捩	297	0	0	0	0.076945	-0.058874	0.00232	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左ひじ	297	0	0	0	35.178326	111.857231	50.228043	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左手捩	297	0	0	0	-12.285547	9.47062	-0.738916	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左手首	297	0	0	0	-4.737718	8.515905	-0.621669	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
グルーブ	297	0	-0.75	0	0	0	0	20	20	107	107	64	0	87	87	0	20	107	107	0	20	107	107
右足	298	0	0	0	16.324966	8.456837	2.660377	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右足ＩＫ	298	0.044948	0	0.93121	0	45.836628	0	20	20	64	127	20	20	64	127	0	20	64	127	0	20	107	107
左足ＩＫ	299	-4.928426	0.522676	4.871324	-20.538982	-7.59949	-7.848836	20	20	107	107	48	0	107	107	0	20	107	107	0	20	107	107
上半身	301	0	0	0	0.399598	2.836804	-8.011513	85	0	68	127	85	0	68	127	0	0	68	127	0	0	68	127
上半身2	301	0	0	0	0	4.010704	1.718873	85	0	68	127	85	0	68	127	0	0	68	127	0	0	68	127
首	301	0	0	0	0.457119	-4.56086	-0.591161	85	0	68	127	85	0	68	127	0	0	68	127	0	0	68	127
頭	301	0	0	0	0	-3.437746	0	85	0	68	127	85	0	68	127	0	0	68	127	0	0	68	127
右肩	301	0	0	0	0	5.729577	0	67	0	107	107	67	0	107	107	0	0	107	107	0	0	107	107
右腕	301	0	0	0	-3.492982	28.128096	2.381758	67	0	107	107	67	0	107	107	0	0	107	107	0	0	107	107
右ひじ	301	0	0	0	7.243039	-9.633585	-0.611156	67	0	107	107	67	0	107	107	0	0	107	107	0	0	107	107
左親指０	301	0	0	0	-3.050285	5.366144	-9.115884	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左親指１	301	0	0	0	-10.281656	-9.180716	0.827708	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左親指２	301	0	0	0	-5.486219	-1.65472	0.079288	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左人指１	301	0	0	0	-2.511213	-1.369284	-26.326548	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左人指２	301	0	0	0	-0.555431	-1.518694	-40.119095	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左人指３	301	0	0	0	-0.13853	0.63358	-29.23304	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左中指１	301	0	0	0	0.908076	0.823061	-33.2253	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左中指２	301	0	0	0	-0.22279	-0.463194	-45.26469	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左中指３	301	0	0	0	-0.222106	-0.55931	-29.22887	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左薬指１	301	0	0	0	-0.076474	-1.198786	-22.937113	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左薬指２	301	0	0	0	-0.46982	-0.95316	-53.292889	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左薬指３	301	0	0	0	-0.236568	-0.550422	-30.949289	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左小指１	301	0	0	0	3.620948	1.691658	-17.747263	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左小指２	301	0	0	0	-0.144834	-1.684978	-40.713093	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左小指３	301	0	0	0	-0.377705	-0.328643	-55.011162	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
下半身	301	0	0	0	0.457119	4.560861	-5.711374	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右足ＩＫ	301	-1.499546	0.204813	1.2621	-6.817196	-7.501781	0.895527	40	40	87	87	64	0	87	87	0	40	87	87	0	0	107	107
右手首	301	0	0	0	0.16376	0.425289	16.610176	67	0	107	107	67	0	107	107	0	0	107	107	0	0	107	107
センター	303	-3.943793	0	3.599999	0	0	0	40	40	87	87	20	20	107	107	0	0	87	87	0	20	107	107
グルーブ	303	0	-0.6	0	0	0	0	20	20	107	107	64	0	64	127	0	20	107	107	0	20	107	107
左足	304	0	0	0	-0.147496	-22.791298	2.340488	60	0	68	127	60	0	68	127	0	0	68	127	0	0	68	127
左足ＩＫ	304	-6.322378	-0.023509	4.988445	0.582887	-42.084522	4.448009	20	20	61	127	20	20	61	127	0	20	61	127	0	20	61	127
左肩	305	0	0	0	0	-14.323942	0	20	20	81	127	20	20	81	127	0	20	81	127	0	20	81	127
左腕	305	0	0	0	19.352837	-0.80006	18.004339	20	20	81	127	20	20	81	127	0	20	81	127	0	20	81	127
左腕捩	305	0	0	0	15.851273	-12.434958	-1.244478	20	20	81	127	20	20	81	127	0	20	81	127	0	20	81	127
左ひじ	305	0	0	0	36.429405	76.367203	29.019699	20	20	81	127	20	20	81	127	0	20	81	127	0	20	81	127
左手捩	305	0	0	0	-19.888803	15.809607	-2.323676	20	20	81	127	20	20	81	127	0	20	81	127	0	20	81	127
左手首	305	0	0	0	-4.620338	8.248151	9.725167	20	20	81	127	20	20	81	127	0	20	81	127	0	20	81	127
右親指０	306	0	0	0	-3.050324	-5.366192	9.115937	87	0	107	107	87	0	107	107	0	0	107	107	0	0	107	107
右親指１	306	0	0	0	-10.281697	9.180662	-0.827708	87	0	107	107	87	0	107	107	0	0	107	107	0	0	107	107
右親指２	306	0	0	0	-5.486181	1.654765	-0.079288	87	0	107	107	87	0	107	107	0	0	107	107	0	0	107	107
右人指１	306	0	0	0	-2.511176	1.369312	26.32653	87	0	107	107	87	0	107	107	0	0	107	107	0	0	107	107
右人指２	306	0	0	0	-0.244644	0.252025	88.2397	87	0	107	107	87	0	107	107	0	0	107	107	0	0	107	107
右人指３	306	0	0	0	-0.021301	-0.202309	41.829567	87	0	107	107	87	0	107	107	0	0	107	107	0	0	107	107
右中指１	306	0	0	0	0.894074	-0.870573	30.933195	87	0	107	107	87	0	107	107	0	0	107	107	0	0	107	107
右中指２	306	0	0	0	-0.045236	0.035283	97.975929	87	0	107	107	87	0	107	107	0	0	107	107	0	0	107	107
右中指３	306	0	0	0	-0.044407	0.077043	45.837837	87	0	107	107	87	0	107	107	0	0	107	107	0	0	107	107
右薬指１	306	0	0	0	-0.185282	0.920358	32.100254	87	0	107	107	87	0	107	107	0	0	107	107	0	0	107	107
右薬指２	306	0	0	0	-0.145207	0.147544	89.956566	87	0	107	107	87	0	107	107	0	0	107	107	0	0	107	107
右薬指３	306	0	0	0	-0.081086	0.144647	42.974731	87	0	107	107	87	0	107	107	0	0	107	107	0	0	107	107
右小指１	306	0	0	0	3.525414	-1.85344	21.743544	87	0	107	107	87	0	107	107	0	0	107	107	0	0	107	107
右小指２	306	0	0	0	-0.10099	0.259937	73.344421	87	0	107	107	87	0	107	107	0	0	107	107	0	0	107	107
右小指３	306	0	0	0	-0.228383	0.177728	61.310913	87	0	107	107	87	0	107	107	0	0	107	107	0	0	107	107
右足ＩＫ	306	-6.293613	1.524039	2.874897	-31.509628	-9.599737	-9.178947	40	40	107	107	40	40	107	107	0	40	107	107	0	0	107	107
右肩	309	0	0	0	0	0	-6.875492	20	20	97	127	20	20	97	127	0	20	97	127	0	20	97	127
右腕	309	0	0	0	-0.080618	-0.053177	-8.020788	20	20	97	127	20	20	97	127	0	20	97	127	0	20	97	127
右ひじ	309	0	0	0	10.295987	-13.839044	-1.252826	20	20	97	127	20	20	97	127	0	20	97	127	0	20	97	127
右手首	309	0	0	0	-0.850913	-0.714487	-41.23333	20	20	97	127	20	20	97	127	0	20	97	127	0	20	97	127
右足ＩＫ	311	-9.704581	0.790708	4.200761	-39.596519	-22.628551	0.898542	40	40	107	107	64	0	107	107	0	40	107	107	0	20	107	107
グルーブ	311	0	-0.9	0	0	0	0	20	20	107	107	64	0	64	127	0	20	107	107	0	20	107	107
左肩	312	0	0	0	0	-14.323945	0	61	0	107	107	61	0	107	107	0	0	107	107	0	0	107	107
左腕	312	0	0	0	-15.749431	-36.524052	4.444678	61	0	107	107	61	0	107	107	0	0	107	107	0	0	107	107
左腕捩	312	0	0	0	19.987911	-15.972083	-2.203834	61	0	107	107	61	0	107	107	0	0	107	107	0	0	107	107
左ひじ	312	0	0	0	27.039492	42.225761	10.608607	61	0	107	107	61	0	107	107	0	0	107	107	0	0	107	107
左手捩	312	0	0	0	-8.872788	6.783732	-0.323725	61	0	107	107	61	0	107	107	0	0	107	107	0	0	107	107
左手首	312	0	0	0	-2.651089	4.197577	34.672493	61	0	107	107	61	0	107	107	0	0	107	107	0	0	107	107
左足	313	0	0	0	-0.831094	-11.819293	8.417911	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左足ＩＫ	313	-6.322378	-0.023509	4.988445	0.582887	-42.084522	4.448009	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左足	316	0	0	0	-0.017059	-7.884342	-5.722466	42	0	107	107	42	0	107	107	0	0	107	107	0	0	107	107
左足ＩＫ	316	-6.329223	0.552263	4.113315	-21.883877	-58.501106	6.864075	40	40	107	107	64	0	107	107	0	0	107	107	0	0	107	107
右足	317	0	0	0	0	0	0	20	20	42	127	20	20	42	127	0	20	42	127	0	20	42	127
右足ＩＫ	317	-10.780412	0	5.2	0	-42.971821	0	20	20	42	127	20	20	42	127	0	20	42	127	0	20	42	127
グルーブ	317	0	-0.45	0	0	0	0	20	20	107	107	64	0	64	127	0	20	107	107	0	20	107	107
右肩	319	0	0	0	0	0	0	44	0	107	107	44	0	107	107	0	0	107	107	0	0	107	107
右腕	319	0	0	0	21.94577	-7.203036	32.897697	44	0	107	107	44	0	107	107	0	0	107	107	0	0	107	107
右ひじ	319	0	0	0	0	0	0	44	0	107	107	44	0	107	107	0	0	107	107	0	0	107	107
右手捩	319	0	0	0	-0.077167	-0.058603	-0.00172	44	0	107	107	44	0	107	107	0	0	107	107	0	0	107	107
右手首	319	0	0	0	0	0	0	44	0	107	107	44	0	107	107	0	0	107	107	0	0	107	107
上半身	321	0	0	0	-0.103055	-69.899292	-1.715782	90	0	93	127	90	0	93	127	0	0	93	127	0	0	93	127
上半身2	321	0	0	0	0	0	-8.594363	90	0	93	127	90	0	93	127	0	0	93	127	0	0	93	127
首	321	0	0	0	-2.709845	6.34277	-18.691339	90	0	93	127	90	0	93	127	0	0	93	127	0	0	93	127
頭	321	0	0	0	-7.937218	7.343933	-11.283152	90	0	93	127	90	0	93	127	0	0	93	127	0	0	93	127
左肩	321	0	0	0	0	-9.740277	0	20	20	82	127	20	20	82	127	0	20	82	127	0	20	82	127
左腕	321	0	0	0	-19.133816	-20.348928	-21.421112	20	20	82	127	20	20	82	127	0	20	82	127	0	20	82	127
左腕捩	321	0	0	0	10.451081	-8.066404	-0.416603	20	20	82	127	20	20	82	127	0	20	82	127	0	20	82	127
左ひじ	321	0	0	0	0	0	0	20	20	82	127	20	20	82	127	0	20	82	127	0	20	82	127
左手捩	321	0	0	0	0.077165	-0.058605	-0.001799	20	20	82	127	20	20	82	127	0	20	82	127	0	20	82	127
左手首	321	0	0	0	-0.140774	0.209074	9.163609	20	20	82	127	20	20	82	127	0	20	82	127	0	20	82	127
左足	322	0	0	0	-0.643363	-7.215829	3.486789	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左足ＩＫ	322	-9.870936	4.428836	5.42003	-72.105743	-55.260834	7.666132	40	40	80	127	40	40	80	127	0	40	80	127	0	20	80	127
グルーブ	322	0	-0.5	0	0	0	0	20	20	107	107	64	0	64	127	0	20	107	107	0	20	107	107
右肩	324	0	0	0	0.321362	-5.056697	2.684362	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右腕	324	0	0	0	27.38283	-28.422512	-2.030014	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右ひじ	324	0	0	0	27.74189	-43.830513	-11.34677	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
右手捩	324	0	0	0	-11.53813	-8.875952	0.633373	20	20	107	107	20	20	107	107	0	20	107	107	0	20	107	107
左親指０	324	0	0	0	-5.844822	7.274663	-0.55295	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左親指１	324	0	0	0	-11.18641	-5.443448	-1.591962	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左親指２	324	0	0	0	-9.679163	-6.607776	-2.244653	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左人指１	324	0	0	0	2.571246	3.247802	-5.696434	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左人指２	324	0	0	0	0	0	-31.512653	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左人指３	324	0	0	0	0	0	-6.875496	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左中指１	324	0	0	0	2.588572	2.247763	-3.956103	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左中指２	324	0	0	0	0.000036	0.000109	-36.669212	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左中指３	324	0	0	0	0	0	-10.313295	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左薬指１	324	0	0	0	3.892715	2.421918	-12.52315	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左薬指２	324	0	0	0	0	0	-27.501896	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左薬指３	324	0	0	0	0	0	-5.156643	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左小指１	324	0	0	0	6.136662	4.229662	-22.462242	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左小指２	324	0	0	0	0	0	-16.787601	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
左小指３	324	0	0	0	0	0	-5.156643	54	0	62	127	54	0	62	127	0	0	62	127	0	0	62	127
下半身	324	0	0	0	-0.274285	-55.020374	6.87004	20	20	66	127	20	20	66	127	0	20	66	127	0	20	66	127
